Region,Year,Indicator,Value_Millions,Penetration_Per_100_Inhabitants,Percentage,Value_Exabytes,Per_Subscription_GB,Value_Tbits,Per_User_kbits
Africa,2005,Fixed-telephone subscriptions,10.0,1.5,,,,,
Africa,2006,Fixed-telephone subscriptions,11.0,1.5,,,,,
Africa,2007,Fixed-telephone subscriptions,11.0,1.5,,,,,
Africa,2008,Fixed-telephone subscriptions,12.0,1.5,,,,,
Africa,2009,Fixed-telephone subscriptions,13.0,1.6,,,,,
Africa,2010,Fixed-telephone subscriptions,12.0,1.5,,,,,
Africa,2011,Fixed-telephone subscriptions,12.0,1.4,,,,,
Africa,2012,Fixed-telephone subscriptions,11.0,1.3,,,,,
Africa,2013,Fixed-telephone subscriptions,10.0,1.1,,,,,
Africa,2014,Fixed-telephone subscriptions,10.0,1.1,,,,,
Africa,2015,Fixed-telephone subscriptions,10.0,1.1,,,,,
Africa,2016,Fixed-telephone subscriptions,11.0,1.1,,,,,
Africa,2017,Fixed-telephone subscriptions,11.0,1.1,,,,,
Africa,2018,Fixed-telephone subscriptions,9.0,0.9,,,,,
Africa,2019,Fixed-telephone subscriptions,8.0,0.7,,,,,
Africa,2020,Fixed-telephone subscriptions,7.0,0.7,,,,,
Africa,2021,Fixed-telephone subscriptions,7.0,0.6,,,,,
Africa,2022,Fixed-telephone subscriptions,6.0,0.6,,,,,
Africa,2023,Fixed-telephone subscriptions,7.0,0.5,,,,,
Africa,2024,Fixed-telephone subscriptions,7.0,0.6,,,,,
Americas,2005,Fixed-telephone subscriptions,291.0,33.0,,,,,
Americas,2006,Fixed-telephone subscriptions,284.0,31.9,,,,,
Americas,2007,Fixed-telephone subscriptions,278.0,30.9,,,,,
Americas,2008,Fixed-telephone subscriptions,287.0,31.2,,,,,
Americas,2009,Fixed-telephone subscriptions,277.0,29.9,,,,,
Americas,2010,Fixed-telephone subscriptions,274.0,29.3,,,,,
Americas,2011,Fixed-telephone subscriptions,269.0,28.4,,,,,
Americas,2012,Fixed-telephone subscriptions,266.0,27.8,,,,,
Americas,2013,Fixed-telephone subscriptions,259.0,26.8,,,,,
Americas,2014,Fixed-telephone subscriptions,252.0,25.9,,,,,
Americas,2015,Fixed-telephone subscriptions,249.0,25.5,,,,,
Americas,2016,Fixed-telephone subscriptions,245.0,24.8,,,,,
Americas,2017,Fixed-telephone subscriptions,235.0,23.6,,,,,
Americas,2018,Fixed-telephone subscriptions,227.0,22.5,,,,,
Americas,2019,Fixed-telephone subscriptions,215.0,21.2,,,,,
Americas,2020,Fixed-telephone subscriptions,208.0,20.4,,,,,
Americas,2021,Fixed-telephone subscriptions,200.0,19.5,,,,,
Americas,2022,Fixed-telephone subscriptions,193.0,18.7,,,,,
Americas,2023,Fixed-telephone subscriptions,182.0,17.6,,,,,
Americas,2024,Fixed-telephone subscriptions,174.0,16.7,,,,,
Arab States,2005,Fixed-telephone subscriptions,30.0,9.4,,,,,
Arab States,2006,Fixed-telephone subscriptions,31.0,9.6,,,,,
Arab States,2007,Fixed-telephone subscriptions,33.0,10.1,,,,,
Arab States,2008,Fixed-telephone subscriptions,35.0,10.3,,,,,
Arab States,2009,Fixed-telephone subscriptions,34.0,9.9,,,,,
Arab States,2010,Fixed-telephone subscriptions,35.0,9.8,,,,,
Arab States,2011,Fixed-telephone subscriptions,35.0,9.6,,,,,
Arab States,2012,Fixed-telephone subscriptions,35.0,9.3,,,,,
Arab States,2013,Fixed-telephone subscriptions,33.0,8.6,,,,,
Arab States,2014,Fixed-telephone subscriptions,30.0,7.7,,,,,
Arab States,2015,Fixed-telephone subscriptions,30.0,7.4,,,,,
Arab States,2016,Fixed-telephone subscriptions,32.0,7.6,,,,,
Arab States,2017,Fixed-telephone subscriptions,33.0,7.9,,,,,
Arab States,2018,Fixed-telephone subscriptions,35.0,8.2,,,,,
Arab States,2019,Fixed-telephone subscriptions,37.0,8.4,,,,,
Arab States,2020,Fixed-telephone subscriptions,39.0,8.6,,,,,
Arab States,2021,Fixed-telephone subscriptions,41.0,8.8,,,,,
Arab States,2022,Fixed-telephone subscriptions,42.0,8.9,,,,,
Arab States,2023,Fixed-telephone subscriptions,43.0,8.9,,,,,
Arab States,2024,Fixed-telephone subscriptions,45.0,9.1,,,,,
Asia-Pacific,2005,Fixed-telephone subscriptions,559.0,15.1,,,,,
Asia-Pacific,2006,Fixed-telephone subscriptions,577.0,15.5,,,,,
Asia-Pacific,2007,Fixed-telephone subscriptions,579.0,15.3,,,,,
Asia-Pacific,2008,Fixed-telephone subscriptions,567.0,14.9,,,,,
Asia-Pacific,2009,Fixed-telephone subscriptions,571.0,14.9,,,,,
Asia-Pacific,2010,Fixed-telephone subscriptions,553.0,14.1,,,,,
Asia-Pacific,2011,Fixed-telephone subscriptions,537.0,13.6,,,,,
Asia-Pacific,2012,Fixed-telephone subscriptions,528.0,13.2,,,,,
Asia-Pacific,2013,Fixed-telephone subscriptions,504.0,12.5,,,,,
Asia-Pacific,2014,Fixed-telephone subscriptions,476.0,11.7,,,,,
Asia-Pacific,2015,Fixed-telephone subscriptions,439.0,10.6,,,,,
Asia-Pacific,2016,Fixed-telephone subscriptions,412.0,9.8,,,,,
Asia-Pacific,2017,Fixed-telephone subscriptions,403.0,9.5,,,,,
Asia-Pacific,2018,Fixed-telephone subscriptions,391.0,9.2,,,,,
Asia-Pacific,2019,Fixed-telephone subscriptions,383.0,8.9,,,,,
Asia-Pacific,2020,Fixed-telephone subscriptions,371.0,8.5,,,,,
Asia-Pacific,2021,Fixed-telephone subscriptions,372.0,8.5,,,,,
Asia-Pacific,2022,Fixed-telephone subscriptions,372.0,8.5,,,,,
Asia-Pacific,2023,Fixed-telephone subscriptions,366.0,8.3,,,,,
Asia-Pacific,2024,Fixed-telephone subscriptions,369.0,8.3,,,,,
CIS,2005,Fixed-telephone subscriptions,52.0,22.7,,,,,
CIS,2006,Fixed-telephone subscriptions,56.0,24.6,,,,,
CIS,2007,Fixed-telephone subscriptions,58.0,25.4,,,,,
CIS,2008,Fixed-telephone subscriptions,59.0,25.6,,,,,
CIS,2009,Fixed-telephone subscriptions,60.0,25.8,,,,,
CIS,2010,Fixed-telephone subscriptions,60.0,25.7,,,,,
CIS,2011,Fixed-telephone subscriptions,59.0,25.5,,,,,
CIS,2012,Fixed-telephone subscriptions,58.0,24.7,,,,,
CIS,2013,Fixed-telephone subscriptions,56.0,23.9,,,,,
CIS,2014,Fixed-telephone subscriptions,55.0,23.0,,,,,
CIS,2015,Fixed-telephone subscriptions,51.0,21.5,,,,,
CIS,2016,Fixed-telephone subscriptions,48.0,20.1,,,,,
CIS,2017,Fixed-telephone subscriptions,47.0,19.8,,,,,
CIS,2018,Fixed-telephone subscriptions,45.0,18.7,,,,,
CIS,2019,Fixed-telephone subscriptions,45.0,18.4,,,,,
CIS,2020,Fixed-telephone subscriptions,43.0,17.3,,,,,
CIS,2021,Fixed-telephone subscriptions,41.0,16.5,,,,,
CIS,2022,Fixed-telephone subscriptions,38.0,15.5,,,,,
CIS,2023,Fixed-telephone subscriptions,37.0,14.7,,,,,
CIS,2024,Fixed-telephone subscriptions,35.0,14.1,,,,,
Europe,2005,Fixed-telephone subscriptions,285.0,43.9,,,,,
Europe,2006,Fixed-telephone subscriptions,286.0,43.8,,,,,
Europe,2007,Fixed-telephone subscriptions,278.0,42.5,,,,,
Europe,2008,Fixed-telephone subscriptions,275.0,41.7,,,,,
Europe,2009,Fixed-telephone subscriptions,282.0,42.6,,,,,
Europe,2010,Fixed-telephone subscriptions,278.0,41.9,,,,,
Europe,2011,Fixed-telephone subscriptions,272.0,40.9,,,,,
Europe,2012,Fixed-telephone subscriptions,265.0,39.7,,,,,
Europe,2013,Fixed-telephone subscriptions,262.0,39.2,,,,,
Europe,2014,Fixed-telephone subscriptions,257.0,38.4,,,,,
Europe,2015,Fixed-telephone subscriptions,251.0,37.1,,,,,
Europe,2016,Fixed-telephone subscriptions,246.0,36.3,,,,,
Europe,2017,Fixed-telephone subscriptions,240.0,35.4,,,,,
Europe,2018,Fixed-telephone subscriptions,233.0,34.2,,,,,
Europe,2019,Fixed-telephone subscriptions,224.0,32.8,,,,,
Europe,2020,Fixed-telephone subscriptions,221.0,32.1,,,,,
Europe,2021,Fixed-telephone subscriptions,217.0,31.6,,,,,
Europe,2022,Fixed-telephone subscriptions,211.0,30.6,,,,,
Europe,2023,Fixed-telephone subscriptions,203.0,29.3,,,,,
Europe,2024,Fixed-telephone subscriptions,198.0,28.5,,,,,
Africa,2005,Fixed-broadband subscriptions,0.0,0.0,,,,,
Africa,2006,Fixed-broadband subscriptions,1.0,0.1,,,,,
Africa,2007,Fixed-broadband subscriptions,1.0,0.1,,,,,
Africa,2008,Fixed-broadband subscriptions,1.0,0.1,,,,,
Africa,2009,Fixed-broadband subscriptions,1.0,0.1,,,,,
Africa,2010,Fixed-broadband subscriptions,1.0,0.2,,,,,
Africa,2011,Fixed-broadband subscriptions,2.0,0.2,,,,,
Africa,2012,Fixed-broadband subscriptions,2.0,0.2,,,,,
Africa,2013,Fixed-broadband subscriptions,3.0,0.3,,,,,
Africa,2014,Fixed-broadband subscriptions,4.0,0.4,,,,,
Africa,2015,Fixed-broadband subscriptions,4.0,0.4,,,,,
Africa,2016,Fixed-broadband subscriptions,4.0,0.4,,,,,
Africa,2017,Fixed-broadband subscriptions,4.0,0.4,,,,,
Africa,2018,Fixed-broadband subscriptions,5.0,0.4,,,,,
Africa,2019,Fixed-broadband subscriptions,5.0,0.5,,,,,
Africa,2020,Fixed-broadband subscriptions,6.0,0.6,,,,,
Africa,2021,Fixed-broadband subscriptions,7.0,0.6,,,,,
Africa,2022,Fixed-broadband subscriptions,8.0,0.7,,,,,
Africa,2023,Fixed-broadband subscriptions,10.0,0.8,,,,,
Africa,2024,Fixed-broadband subscriptions,11.0,0.9,,,,,
Americas,2005,Fixed-broadband subscriptions,66.0,7.5,,,,,
Americas,2006,Fixed-broadband subscriptions,81.0,9.0,,,,,
Americas,2007,Fixed-broadband subscriptions,98.0,10.9,,,,,
Americas,2008,Fixed-broadband subscriptions,112.0,12.3,,,,,
Americas,2009,Fixed-broadband subscriptions,120.0,13.0,,,,,
Americas,2010,Fixed-broadband subscriptions,134.0,14.3,,,,,
Americas,2011,Fixed-broadband subscriptions,146.0,15.4,,,,,
Americas,2012,Fixed-broadband subscriptions,155.0,16.3,,,,,
Americas,2013,Fixed-broadband subscriptions,164.0,17.0,,,,,
Americas,2014,Fixed-broadband subscriptions,171.0,17.6,,,,,
Americas,2015,Fixed-broadband subscriptions,182.0,18.6,,,,,
Americas,2016,Fixed-broadband subscriptions,190.0,19.2,,,,,
Americas,2017,Fixed-broadband subscriptions,198.0,19.9,,,,,
Americas,2018,Fixed-broadband subscriptions,207.0,20.6,,,,,
Americas,2019,Fixed-broadband subscriptions,216.0,21.3,,,,,
Americas,2020,Fixed-broadband subscriptions,233.0,22.9,,,,,
Americas,2021,Fixed-broadband subscriptions,249.0,24.3,,,,,
Americas,2022,Fixed-broadband subscriptions,259.0,25.2,,,,,
Americas,2023,Fixed-broadband subscriptions,268.0,25.8,,,,,
Americas,2024,Fixed-broadband subscriptions,277.0,26.6,,,,,
Arab States,2005,Fixed-broadband subscriptions,1.0,0.3,,,,,
Arab States,2006,Fixed-broadband subscriptions,2.0,0.5,,,,,
Arab States,2007,Fixed-broadband subscriptions,3.0,0.9,,,,,
Arab States,2008,Fixed-broadband subscriptions,4.0,1.3,,,,,
Arab States,2009,Fixed-broadband subscriptions,6.0,1.6,,,,,
Arab States,2010,Fixed-broadband subscriptions,7.0,2.0,,,,,
Arab States,2011,Fixed-broadband subscriptions,9.0,2.4,,,,,
Arab States,2012,Fixed-broadband subscriptions,11.0,2.8,,,,,
Arab States,2013,Fixed-broadband subscriptions,12.0,3.2,,,,,
Arab States,2014,Fixed-broadband subscriptions,14.0,3.7,,,,,
Arab States,2015,Fixed-broadband subscriptions,19.0,4.7,,,,,
Arab States,2016,Fixed-broadband subscriptions,21.0,5.1,,,,,
Arab States,2017,Fixed-broadband subscriptions,29.0,6.9,,,,,
Arab States,2018,Fixed-broadband subscriptions,32.0,7.3,,,,,
Arab States,2019,Fixed-broadband subscriptions,33.0,7.5,,,,,
Arab States,2020,Fixed-broadband subscriptions,39.0,8.6,,,,,
Arab States,2021,Fixed-broadband subscriptions,45.0,9.6,,,,,
Arab States,2022,Fixed-broadband subscriptions,50.0,10.6,,,,,
Arab States,2023,Fixed-broadband subscriptions,55.0,11.4,,,,,
Arab States,2024,Fixed-broadband subscriptions,61.0,12.5,,,,,
Asia-Pacific,2005,Fixed-broadband subscriptions,80.0,2.2,,,,,
Asia-Pacific,2006,Fixed-broadband subscriptions,104.0,2.8,,,,,
Asia-Pacific,2007,Fixed-broadband subscriptions,122.0,3.2,,,,,
Asia-Pacific,2008,Fixed-broadband subscriptions,151.0,4.0,,,,,
Asia-Pacific,2009,Fixed-broadband subscriptions,183.0,4.7,,,,,
Asia-Pacific,2010,Fixed-broadband subscriptions,214.0,5.5,,,,,
Asia-Pacific,2011,Fixed-broadband subscriptions,253.0,6.4,,,,,
Asia-Pacific,2012,Fixed-broadband subscriptions,280.0,7.0,,,,,
Asia-Pacific,2013,Fixed-broadband subscriptions,299.0,7.4,,,,,
Asia-Pacific,2014,Fixed-broadband subscriptions,318.0,7.8,,,,,
Asia-Pacific,2015,Fixed-broadband subscriptions,404.0,9.7,,,,,
Asia-Pacific,2016,Fixed-broadband subscriptions,461.0,11.0,,,,,
Asia-Pacific,2017,Fixed-broadband subscriptions,540.0,12.8,,,,,
Asia-Pacific,2018,Fixed-broadband subscriptions,564.0,13.2,,,,,
Asia-Pacific,2019,Fixed-broadband subscriptions,615.0,14.3,,,,,
Asia-Pacific,2020,Fixed-broadband subscriptions,665.0,15.3,,,,,
Asia-Pacific,2021,Fixed-broadband subscriptions,735.0,16.8,,,,,
Asia-Pacific,2022,Fixed-broadband subscriptions,802.0,18.3,,,,,
Asia-Pacific,2023,Fixed-broadband subscriptions,858.0,19.4,,,,,
Asia-Pacific,2024,Fixed-broadband subscriptions,922.0,20.8,,,,,
CIS,2005,Fixed-broadband subscriptions,2.0,0.7,,,,,
CIS,2006,Fixed-broadband subscriptions,3.0,1.3,,,,,
CIS,2007,Fixed-broadband subscriptions,5.0,2.4,,,,,
CIS,2008,Fixed-broadband subscriptions,10.0,4.5,,,,,
CIS,2009,Fixed-broadband subscriptions,15.0,6.5,,,,,
CIS,2010,Fixed-broadband subscriptions,19.0,8.3,,,,,
CIS,2011,Fixed-broadband subscriptions,23.0,9.7,,,,,
CIS,2012,Fixed-broadband subscriptions,27.0,11.7,,,,,
CIS,2013,Fixed-broadband subscriptions,31.0,13.3,,,,,
CIS,2014,Fixed-broadband subscriptions,34.0,14.1,,,,,
CIS,2015,Fixed-broadband subscriptions,36.0,15.4,,,,,
CIS,2016,Fixed-broadband subscriptions,38.0,16.0,,,,,
CIS,2017,Fixed-broadband subscriptions,43.0,17.8,,,,,
CIS,2018,Fixed-broadband subscriptions,45.0,18.5,,,,,
CIS,2019,Fixed-broadband subscriptions,45.0,18.5,,,,,
CIS,2020,Fixed-broadband subscriptions,48.0,19.6,,,,,
CIS,2021,Fixed-broadband subscriptions,51.0,20.8,,,,,
CIS,2022,Fixed-broadband subscriptions,54.0,22.0,,,,,
CIS,2023,Fixed-broadband subscriptions,58.0,23.5,,,,,
CIS,2024,Fixed-broadband subscriptions,63.0,25.3,,,,,
Europe,2005,Fixed-broadband subscriptions,66.0,10.1,,,,,
Europe,2006,Fixed-broadband subscriptions,90.0,13.8,,,,,
Europe,2007,Fixed-broadband subscriptions,113.0,17.2,,,,,
Europe,2008,Fixed-broadband subscriptions,128.0,19.5,,,,,
Europe,2009,Fixed-broadband subscriptions,140.0,21.2,,,,,
Europe,2010,Fixed-broadband subscriptions,151.0,22.8,,,,,
Europe,2011,Fixed-broadband subscriptions,161.0,24.1,,,,,
Europe,2012,Fixed-broadband subscriptions,167.0,25.1,,,,,
Europe,2013,Fixed-broadband subscriptions,175.0,26.2,,,,,
Europe,2014,Fixed-broadband subscriptions,182.0,27.2,,,,,
Europe,2015,Fixed-broadband subscriptions,190.0,28.2,,,,,
Europe,2016,Fixed-broadband subscriptions,198.0,29.2,,,,,
Europe,2017,Fixed-broadband subscriptions,206.0,30.3,,,,,
Europe,2018,Fixed-broadband subscriptions,213.0,31.3,,,,,
Europe,2019,Fixed-broadband subscriptions,220.0,32.3,,,,,
Europe,2020,Fixed-broadband subscriptions,230.0,33.4,,,,,
Europe,2021,Fixed-broadband subscriptions,237.0,34.4,,,,,
Europe,2022,Fixed-broadband subscriptions,242.0,35.0,,,,,
Europe,2023,Fixed-broadband subscriptions,250.0,36.0,,,,,
Europe,2024,Fixed-broadband subscriptions,258.0,37.2,,,,,
Africa,2005,Mobile-cellular telephone subscriptions,87.0,12.4,,,,,
Africa,2006,Mobile-cellular telephone subscriptions,129.0,17.8,,,,,
Africa,2007,Mobile-cellular telephone subscriptions,174.0,23.5,,,,,
Africa,2008,Mobile-cellular telephone subscriptions,246.0,32.2,,,,,
Africa,2009,Mobile-cellular telephone subscriptions,299.0,38.0,,,,,
Africa,2010,Mobile-cellular telephone subscriptions,366.0,44.3,,,,,
Africa,2011,Mobile-cellular telephone subscriptions,441.0,51.9,,,,,
Africa,2012,Mobile-cellular telephone subscriptions,510.0,58.4,,,,,
Africa,2013,Mobile-cellular telephone subscriptions,581.0,64.7,,,,,
Africa,2014,Mobile-cellular telephone subscriptions,644.0,69.7,,,,,
Africa,2015,Mobile-cellular telephone subscriptions,714.0,75.0,,,,,
Africa,2016,Mobile-cellular telephone subscriptions,714.0,73.0,,,,,
Africa,2017,Mobile-cellular telephone subscriptions,725.0,72.2,,,,,
Africa,2018,Mobile-cellular telephone subscriptions,780.0,75.8,,,,,
Africa,2019,Mobile-cellular telephone subscriptions,835.0,79.0,,,,,
Africa,2020,Mobile-cellular telephone subscriptions,896.0,81.5,,,,,
Africa,2021,Mobile-cellular telephone subscriptions,944.0,83.7,,,,,
Africa,2022,Mobile-cellular telephone subscriptions,1027.0,88.8,,,,,
Africa,2023,Mobile-cellular telephone subscriptions,1098.0,92.6,,,,,
Africa,2024,Mobile-cellular telephone subscriptions,1185.0,97.5,,,,,
Americas,2005,Mobile-cellular telephone subscriptions,459.0,52.1,,,,,
Americas,2006,Mobile-cellular telephone subscriptions,553.0,62.0,,,,,
Americas,2007,Mobile-cellular telephone subscriptions,649.0,72.1,,,,,
Americas,2008,Mobile-cellular telephone subscriptions,741.0,80.8,,,,,
Americas,2009,Mobile-cellular telephone subscriptions,809.0,87.3,,,,,
Americas,2010,Mobile-cellular telephone subscriptions,881.0,94.2,,,,,
Americas,2011,Mobile-cellular telephone subscriptions,952.0,100.8,,,,,
Americas,2012,Mobile-cellular telephone subscriptions,995.0,104.2,,,,,
Americas,2013,Mobile-cellular telephone subscriptions,1043.0,108.2,,,,,
Americas,2014,Mobile-cellular telephone subscriptions,1093.0,112.3,,,,,
Americas,2015,Mobile-cellular telephone subscriptions,1052.0,107.6,,,,,
Americas,2016,Mobile-cellular telephone subscriptions,1056.0,107.0,,,,,
Americas,2017,Mobile-cellular telephone subscriptions,1044.0,104.7,,,,,
Americas,2018,Mobile-cellular telephone subscriptions,1049.0,104.4,,,,,
Americas,2019,Mobile-cellular telephone subscriptions,1048.0,103.4,,,,,
Americas,2020,Mobile-cellular telephone subscriptions,1045.0,102.5,,,,,
Americas,2021,Mobile-cellular telephone subscriptions,1098.0,107.2,,,,,
Americas,2022,Mobile-cellular telephone subscriptions,1123.0,109.0,,,,,
Americas,2023,Mobile-cellular telephone subscriptions,1155.0,111.4,,,,,
Americas,2024,Mobile-cellular telephone subscriptions,1191.0,114.1,,,,,
Arab States,2005,Mobile-cellular telephone subscriptions,84.0,26.8,,,,,
Arab States,2006,Mobile-cellular telephone subscriptions,125.0,38.8,,,,,
Arab States,2007,Mobile-cellular telephone subscriptions,174.0,52.6,,,,,
Arab States,2008,Mobile-cellular telephone subscriptions,213.0,63.2,,,,,
Arab States,2009,Mobile-cellular telephone subscriptions,264.0,76.5,,,,,
Arab States,2010,Mobile-cellular telephone subscriptions,312.0,87.5,,,,,
Arab States,2011,Mobile-cellular telephone subscriptions,352.0,96.4,,,,,
Arab States,2012,Mobile-cellular telephone subscriptions,382.0,102.2,,,,,
Arab States,2013,Mobile-cellular telephone subscriptions,408.0,106.7,,,,,
Arab States,2014,Mobile-cellular telephone subscriptions,415.0,106.3,,,,,
Arab States,2015,Mobile-cellular telephone subscriptions,419.0,103.0,,,,,
Arab States,2016,Mobile-cellular telephone subscriptions,417.0,100.4,,,,,
Arab States,2017,Mobile-cellular telephone subscriptions,417.0,98.2,,,,,
Arab States,2018,Mobile-cellular telephone subscriptions,417.0,96.3,,,,,
Arab States,2019,Mobile-cellular telephone subscriptions,428.0,96.7,,,,,
Arab States,2020,Mobile-cellular telephone subscriptions,433.0,95.4,,,,,
Arab States,2021,Mobile-cellular telephone subscriptions,446.0,96.5,,,,,
Arab States,2022,Mobile-cellular telephone subscriptions,469.0,99.3,,,,,
Arab States,2023,Mobile-cellular telephone subscriptions,489.0,101.2,,,,,
Arab States,2024,Mobile-cellular telephone subscriptions,510.0,103.7,,,,,
Asia-Pacific,2005,Mobile-cellular telephone subscriptions,833.0,22.6,,,,,
Asia-Pacific,2006,Mobile-cellular telephone subscriptions,1074.0,28.8,,,,,
Asia-Pacific,2007,Mobile-cellular telephone subscriptions,1398.0,37.1,,,,,
Asia-Pacific,2008,Mobile-cellular telephone subscriptions,1773.0,46.6,,,,,
Asia-Pacific,2009,Mobile-cellular telephone subscriptions,2164.0,56.3,,,,,
Asia-Pacific,2010,Mobile-cellular telephone subscriptions,2625.0,67.1,,,,,
Asia-Pacific,2011,Mobile-cellular telephone subscriptions,3029.0,76.7,,,,,
Asia-Pacific,2012,Mobile-cellular telephone subscriptions,3234.0,81.0,,,,,
Asia-Pacific,2013,Mobile-cellular telephone subscriptions,3463.0,85.9,,,,,
Asia-Pacific,2014,Mobile-cellular telephone subscriptions,3681.0,90.4,,,,,
Asia-Pacific,2015,Mobile-cellular telephone subscriptions,3778.0,91.2,,,,,
Asia-Pacific,2016,Mobile-cellular telephone subscriptions,4094.0,97.9,,,,,
Asia-Pacific,2017,Mobile-cellular telephone subscriptions,4335.0,102.7,,,,,
Asia-Pacific,2018,Mobile-cellular telephone subscriptions,4497.0,105.6,,,,,
Asia-Pacific,2019,Mobile-cellular telephone subscriptions,4705.0,109.6,,,,,
Asia-Pacific,2020,Mobile-cellular telephone subscriptions,4702.0,108.3,,,,,
Asia-Pacific,2021,Mobile-cellular telephone subscriptions,4774.0,109.3,,,,,
Asia-Pacific,2022,Mobile-cellular telephone subscriptions,4815.0,109.6,,,,,
Asia-Pacific,2023,Mobile-cellular telephone subscriptions,4866.0,110.2,,,,,
Asia-Pacific,2024,Mobile-cellular telephone subscriptions,4987.0,112.4,,,,,
CIS,2005,Mobile-cellular telephone subscriptions,135.0,59.2,,,,,
CIS,2006,Mobile-cellular telephone subscriptions,177.0,77.4,,,,,
CIS,2007,Mobile-cellular telephone subscriptions,209.0,91.4,,,,,
CIS,2008,Mobile-cellular telephone subscriptions,254.0,110.4,,,,,
CIS,2009,Mobile-cellular telephone subscriptions,297.0,128.7,,,,,
CIS,2010,Mobile-cellular telephone subscriptions,318.0,137.3,,,,,
